text	label	truth
Is Apple Pay a possible top up option?	apple_pay_or_google_pay	apple_pay_or_google_pay
Will you accept my other card from the U.S.?	supported_cards_and_currencies	supported_cards_and_currencies
Can you top-up a card with a cheque?	supported_cards_and_currencies	top_up_by_cash_or_cheque
What credit cards are supported?	supported_cards_and_currencies	supported_cards_and_currencies
I thought transfers were free, why was I charged a fee?	declined_card_payment	transfer_fee_charged
My bags were stolen. I need a new card but need to cancel the stolen one.	lost_or_stolen_card	lost_or_stolen_card
I deposited cash this morning and I am still waiting	balance_not_updated_after_cheque_or_cash_deposit	balance_not_updated_after_cheque_or_cash_deposit
If I use a European bank card for top up, Do I get charged?	supported_cards_and_currencies	top_up_by_card_charge
What is the purpose for the identity check	verify_my_identity	why_verify_identity
please tell me why my top-up failed.	top_up_failed	top_up_failed
Why is my top up still pending?	pending_top_up	pending_top_up
How do I change GBP to AUD?	exchange_via_app	exchange_via_app
What are your currency exchange fees?	exchange_rate	exchange_charge
Do I get a choice between Visa and Mastercard?	supported_cards_and_currencies	visa_or_mastercard
What would lead to my top up still pending?	pending_top_up	pending_top_up
Why was my Payment declined	declined_card_payment	declined_card_payment
whats the exchange charge	exchange_rate	exchange_charge
I can't find my card and think it may have been stolen.	lost_or_stolen_card	lost_or_stolen_card
Where is my cash deposit?	balance_not_updated_after_cheque_or_cash_deposit	balance_not_updated_after_cheque_or_cash_deposit
Are US credit cards accepted?	supported_cards_and_currencies	supported_cards_and_currencies
Where do you get your exchange rates from?	exchange_rate	exchange_rate
I transferred the rent payment for my new place a couple days ago but the landlord says it's not there yet, despite showing up as done on my side. I checked the account number I sent it to and it's definitely correct. Can you please verify if the transaction really went through or not?	balance_not_updated_after_cheque_or_cash_deposit	transfer_not_received_by_recipient
Where is my money? I transfered it and it isn't in my account.	balance_not_updated_after_cheque_or_cash_deposit	balance_not_updated_after_bank_transfer
Fix your system. I can't make transfers, I've tried like 5 times already.	passcode_forgotten	failed_transfer
how does a virtual card work	getting_virtual_card	get_disposable_virtual_card
How many disposable cards can I own?	supported_cards_and_currencies	disposable_card_limits
Can you tell me why my top up was reverted?	top_up_failed	top_up_reverted
What should I do if the passcode doesn't work for me?	passcode_forgotten	passcode_forgotten
I need to verify my identity, but how do I do that?	unable_to_verify_identity	verify_my_identity
Can you tell me where I can order a virtual card?	getting_virtual_card	getting_virtual_card
Does Google Play have an app to Top up?	apple_pay_or_google_pay	apple_pay_or_google_pay
I tried to make a cash withdrawal and it was declined. Why did this happen?	declined_cash_withdrawal	declined_cash_withdrawal
I sent my friend some money a few hours ago but she has not received it yet. She really needs it. How long does this take?	balance_not_updated_after_cheque_or_cash_deposit	transfer_not_received_by_recipient
What's going on with the top-up? All it says is pending, pending, pending! I use your service several times a week and have never had a problem before! What's going on here?	pending_top_up	pending_top_up
Can I reset my password?  I don't know what it is.	passcode_forgotten	passcode_forgotten
Topping up my card is not working because I believe the top up is pending	top_up_failed	pending_top_up
Why was my card payment cancelled?	declined_card_payment	reverted_card_payment?
The ATM at Metro bank on High St. Kensington didn't return my card. What should I do now that the bank is closed?	declined_cash_withdrawal	card_swallowed
My app says that I received cash from an ATM and I didn't.	declined_cash_withdrawal	cash_withdrawal_not_recognised
I would like to exchange some currency.	exchange_via_app	exchange_via_app
Can you unlock my pin? I think I entered the wrong pin too many times.	pin_blocked	pin_blocked
Something is wrong with my password.	lost_or_stolen_phone	passcode_forgotten
It seems I was overcharged when I used an ATM while on vacation. If I knew about your fees in advance I sure would have gone somewhere else.	declined_cash_withdrawal	wrong_exchange_rate_for_cash_withdrawal
Why was my account charged for using an ATM?	declined_cash_withdrawal	cash_withdrawal_charge
Why do I have to verify my identity?	unable_to_verify_identity	why_verify_identity
can you tell me what cards and currencies you take?	supported_cards_and_currencies	supported_cards_and_currencies
I used the ATM machine to get money out for Holiday shopping and saw the outrageous charges. Why is that? I would not have used the ATM if I had known!	declined_cash_withdrawal	wrong_exchange_rate_for_cash_withdrawal
Why are fees charged on cash withdrawals? I went to withdraw some money earlier today after shopping. There's a fee that wasn't there before.	declined_cash_withdrawal	cash_withdrawal_charge
How do I accept exchanges to EU?	exchange_via_app	fiat_currency_support
My top up is pending.	pending_top_up	pending_top_up
How can I tell what the limit is to top-ups?	top_up_limits	top_up_limits
I sent you a cheque couple days ago, nothing happened to my account yet! This is unacceptable, where is my money??	balance_not_updated_after_cheque_or_cash_deposit	balance_not_updated_after_cheque_or_cash_deposit
What exchange rates do you offer?	exchange_rate	exchange_rate
I checked the app and saw an extra cash withdrawal that I didn't authorize	declined_cash_withdrawal	cash_withdrawal_not_recognised
I tried to withdraw money but I was declined!	declined_cash_withdrawal	declined_cash_withdrawal
Can I verify my identity online?	verify_my_identity	verify_my_identity
I have never been charged a fee for cash withdrawal before. When did that change?	declined_cash_withdrawal	cash_withdrawal_charge
I've lost track of my phone or someone stole it.	lost_or_stolen_phone	lost_or_stolen_phone
I would like to receive and use the card in Europe, is that possible?	supported_cards_and_currencies	country_support
Do I have to pay for exchanging currencies?	exchange_via_app	exchange_charge
I want to choose a different PIN.	change_pin	change_pin
How do I reset my PIN?	pin_blocked	pin_blocked
I couldn't get cash at the atm	declined_cash_withdrawal	declined_cash_withdrawal
What currencies do you do exchanges for?	exchange_via_app	fiat_currency_support
I need to change my PIN. Can I do that at a cash machine?	change_pin	change_pin
How come I was charged extra when I withdrew cash?	declined_cash_withdrawal	cash_withdrawal_charge
I was charged extra for a withdrawal	declined_cash_withdrawal	cash_withdrawal_charge
What steps do I take to verify my identity?	verify_my_identity	verify_my_identity
My card payment did not work.	declined_card_payment	declined_card_payment
If I request that my funds be held, what currencies do you use?	supported_cards_and_currencies	fiat_currency_support
I lost my phone and need help securing it.	lost_or_stolen_phone	lost_or_stolen_phone
I transferred some money but it is yet to arrive.	balance_not_updated_after_cheque_or_cash_deposit	balance_not_updated_after_bank_transfer
What are the restrictions to top-offs?	top_up_limits	top_up_limits
The ATM gave me the wrong amount of cash today when I went to withdraw. The app says it was more.	declined_cash_withdrawal	wrong_amount_of_cash_received
How do I exchange my GBP to AUD?	exchange_via_app	exchange_via_app
What do I do with my card PIN?	change_pin	get_physical_card
Hey, I try to make a bank transfer from my UK account a few hours ago, but it haven't show up yet. Please check my account to make sure everything alright with it?	balance_not_updated_after_cheque_or_cash_deposit	balance_not_updated_after_bank_transfer
How do I update my PIN to a new number?	change_pin	change_pin
I cant find my card, it's gone.	lost_or_stolen_card	lost_or_stolen_card
How many disposable cards can I have?	supported_cards_and_currencies	disposable_card_limits
What are your international exchange rates?	exchange_rate	exchange_rate
Why do you keep declining my transfers?it was always been working really well so far but when I tried to buy something just now the card got declined . I tried couple of times already  but same thing is happening.	declined_card_payment	declined_transfer
So, I tried topping up my card for the today. Unfortunately, it failed. A couple of days back I used it and it works fine. Can you double check and tell me what's going on?	top_up_failed	top_up_failed
What all currencies can be exchanged?	exchange_via_app	exchange_via_app
Why did I not get all the cash I asked for?	declined_cash_withdrawal	wrong_amount_of_cash_received
IM still waiting for my account to update from a cash deposit?	balance_not_updated_after_cheque_or_cash_deposit	balance_not_updated_after_cheque_or_cash_deposit
I believe my card has been stolen, what can I do about this situation? It's urgent.	lost_or_stolen_card	lost_or_stolen_card
I tried to transfer money and it did not work.	declined_cash_withdrawal	failed_transfer
Can I get a mastercard?	supported_cards_and_currencies	visa_or_mastercard
My pin was blocked, how do I make it so I can use it?	pin_blocked	pin_blocked
Do you happen to do exchanges of EUR?	exchange_via_app	fiat_currency_support
can i top up with apple pay	apple_pay_or_google_pay	apple_pay_or_google_pay
Is there a reason that the ATM declined my transaction?	declined_cash_withdrawal	declined_cash_withdrawal
Why was I charged an extra fee when paying with my card?	declined_card_payment	card_payment_fee_charged
Do you support all cards and currencies?	exchange_via_app	supported_cards_and_currencies
My new card keeps getting declined. I was very excited to use it for the first time today. Why is this doing this?	declined_card_payment	declined_card_payment
My account needs to be deleted.	lost_or_stolen_phone	terminate_account
Why can't I use my American Express with Apple Pay to top up my account?	apple_pay_or_google_pay	apple_pay_or_google_pay
What kind of currency can I hold money in?	supported_cards_and_currencies	fiat_currency_support
My transfers are being declined. IT has always worked for me but now it's declining my card. I've tried several times.	declined_card_payment	declined_transfer
Are there ways to transfer money into my account?	supported_cards_and_currencies	transfer_into_account
How do I get my PIN unlocked?	pin_blocked	pin_blocked
Why did my my transfer get declined?	declined_card_payment	declined_transfer
What is the limit to number of transactions I can do with a disposable card?	supported_cards_and_currencies	disposable_card_limits
Can my 19 year old daughter open a savings account at the bank?	supported_cards_and_currencies	age_limit
Can you help me sign up for a virtual card?	getting_virtual_card	getting_virtual_card
I know I didn't make this payment showing up on my card, I don't remember this person at all.	declined_card_payment	card_payment_not_recognised
How do I link to my credit card with you?	supported_cards_and_currencies	card_linking
Can I use my account if the identity verification is not complete?	why_verify_identity	why_verify_identity
Why do you need so much information to verify my identity?	why_verify_identity	why_verify_identity
Are there any limits to how many disposable cards I can use?	supported_cards_and_currencies	disposable_card_limits
Why hasn't my top-up been completed?	pending_top_up	pending_top_up
Why was I charged a fee for a transfer?	declined_card_payment	transfer_fee_charged
I deposited a check but my balance is still the same.	balance_not_updated_after_cheque_or_cash_deposit	balance_not_updated_after_cheque_or_cash_deposit
I have a payment I didn't do	declined_card_payment	card_payment_not_recognised
Why are you declining my payment? Everything was fine.	declined_card_payment	declined_card_payment
Why was my ATM transaction cancelled?	declined_cash_withdrawal	declined_cash_withdrawal
I have exceeded the number of times I can try my PIN	pin_blocked	pin_blocked
for some reason I am having a problem with verifying my identity.	unable_to_verify_identity	unable_to_verify_identity
Is there any documentation needed for the identity check?	verify_my_identity	verify_my_identity
When will my top-up process?	pending_top_up	pending_top_up
What do i need to verify my id?	unable_to_verify_identity	unable_to_verify_identity
My cash deposit from a week ago hasn't shown up. I need the money - how quickly can you sort this out?	balance_not_updated_after_cheque_or_cash_deposit	balance_not_updated_after_cheque_or_cash_deposit
how do i get a virtual card?	getting_virtual_card	getting_virtual_card
Is it possible to top up with Apple Pay?	apple_pay_or_google_pay	apple_pay_or_google_pay
How come I don't see my deposit in my account yet?	balance_not_updated_after_cheque_or_cash_deposit	balance_not_updated_after_cheque_or_cash_deposit
Can you tell me what currency I can have?	exchange_via_app	fiat_currency_support
Will this app exchange currencies?	exchange_via_app	exchange_via_app
My contactless is not working	lost_or_stolen_phone	contactless_not_working
How do I find my card PIN?	change_pin	get_physical_card
I was declined when I tried to get cash.	declined_cash_withdrawal	declined_cash_withdrawal
So what about the card PIN?	change_pin	get_physical_card
My top up failed.	top_up_failed	top_up_failed
I see a cash withdrawal that I did not perform.	declined_cash_withdrawal	cash_withdrawal_not_recognised
I like Mastercard better.	supported_cards_and_currencies	visa_or_mastercard
Why are there limits on auto top-up?	top_up_limits	automatic_top_up
Where do I find the virtual card?	getting_virtual_card	getting_virtual_card
I would like a temporary virtual card	getting_virtual_card	get_disposable_virtual_card
Why did I get a fee?	declined_card_payment	cash_withdrawal_charge
Google pay and top up, I want it, can I get it?	apple_pay_or_google_pay	apple_pay_or_google_pay
If you send me more cards, are there any charges?	supported_cards_and_currencies	getting_spare_card
I'd rather not verify my identity.	unable_to_verify_identity	why_verify_identity
What is the point of an identity check?	verify_my_identity	why_verify_identity
I bought something and returned it and the money from the return isn't in my account.	balance_not_updated_after_cheque_or_cash_deposit	Refund_not_showing_up
What is accepted in regards to cards and currencies?	exchange_via_app	supported_cards_and_currencies
What's the process for ID verification?	verify_my_identity	verify_my_identity
Do I need to replace my card if it didn't work when I tried to pay contactless at the shop today?	declined_card_payment	contactless_not_working
I made a deposit this morning but it is still pending?	balance_not_updated_after_cheque_or_cash_deposit	balance_not_updated_after_cheque_or_cash_deposit
Can I have more than one disposable card?	supported_cards_and_currencies	disposable_card_limits
When I tried to pay for my bus ride, the contactless payment wouldn't work. How can I prevent this in the future?	declined_card_payment	contactless_not_working
What will happen if I want to add money using an international card? Will I run into any fees?	supported_cards_and_currencies	top_up_by_card_charge
what is the identity check?	verify_my_identity	why_verify_identity
Would I be charged for exchanging currencies?	exchange_via_app	exchange_charge
I can't verify my identity.	unable_to_verify_identity	unable_to_verify_identity
When getting my ID checked, what are the steps involved?	unable_to_verify_identity	verify_my_identity
How often do your exchange rates change	exchange_rate	exchange_rate
cash deposit to my account has shown a red flag.	balance_not_updated_after_cheque_or_cash_deposit	balance_not_updated_after_cheque_or_cash_deposit
Can you tell my why my card payment has been reverted.	declined_card_payment	reverted_card_payment?
I want to top my account by using a bank transfer. How would that work?	supported_cards_and_currencies	transfer_into_account
My passcode doesn't seem to be working	passcode_forgotten	passcode_forgotten
I tried to buy something online yesterday but it wouldn't stop saying declined. Tried again today but same thing happened. What's Broken?	top_up_failed	declined_transfer
My top-up was cancelled; will I receive a refund?	top_up_failed	top_up_reverted
What are the available cards?	supported_cards_and_currencies	visa_or_mastercard
Why is my top-up still outstanding?	pending_top_up	pending_top_up
Where do I change my PIN?	change_pin	change_pin
Where do I obtain my virtual card?	getting_virtual_card	getting_virtual_card
How do disposable cards work?	supported_cards_and_currencies	get_disposable_virtual_card
What is the limit to top up?	top_up_limits	top_up_limits
What is the amount of disposable cards I can have each day?	supported_cards_and_currencies	disposable_card_limits
How much will I get with the exchange rate?	exchange_rate	exchange_rate
Why did a transfer get declined?	declined_card_payment	declined_transfer
My card was denied at an ATM earlier today but the transaction is pending. Please cancel it as I did not receive my money.	declined_cash_withdrawal	pending_cash_withdrawal
Has the check I deposited cleared to I can get the cash?	balance_not_updated_after_cheque_or_cash_deposit	balance_not_updated_after_cheque_or_cash_deposit
I completed an in country transfer a few days ago and was sure to check the account information several times since the transaction was completed, but the funds are still not available. What is the problem?	balance_not_updated_after_cheque_or_cash_deposit	transfer_not_received_by_recipient
do the details of my profile have to match my documents	why_verify_identity	verify_my_identity
Why was I charged a fee when I paid with card?	declined_card_payment	card_payment_fee_charged
I do not have what is required to prove my identity	unable_to_verify_identity	unable_to_verify_identity
The exchange rates are?	exchange_rate	exchange_rate
Hello I changed my mind and really need a refund on one of things I bought recently. Can you please cancel the transaction and get my money back. Please it's urgent.	balance_not_updated_after_cheque_or_cash_deposit	request_refund
The cash withdrawal exchange rate is not correct.	exchange_rate	wrong_exchange_rate_for_cash_withdrawal
The ATM didn't give me the the withdraw amount requested.	declined_cash_withdrawal	wrong_amount_of_cash_received
I want to know if there is a maximum I can top up.	top_up_limits	top_up_limits
I need some help with identity verification.	verify_my_identity	verify_my_identity
I Submitted a cheque couple days ago, nothing happened to my account yet.Would you please check What could be the possible issue?	balance_not_updated_after_cheque_or_cash_deposit	balance_not_updated_after_cheque_or_cash_deposit
I won't verify my identity.	unable_to_verify_identity	why_verify_identity
Why do I have to give you all of my identification details?	why_verify_identity	why_verify_identity
How come I can't take money out of the ATM?	declined_cash_withdrawal	declined_cash_withdrawal
What major card payments are accepted?	supported_cards_and_currencies	visa_or_mastercard
How come you need to know my identity?	why_verify_identity	why_verify_identity
I have withdrawn cash from ATM but i received the wrong amount. I want cash back as in app its showing actual amount which i got. Please help me in this.	declined_cash_withdrawal	wrong_amount_of_cash_received
My phone is not on me.  How can I use the app?	lost_or_stolen_phone	lost_or_stolen_phone
What do I do if the ATM didn't give me the correct amount I withdrew? I pulled out 30 pounds and the ATM gave me 10 pounds.	declined_cash_withdrawal	wrong_amount_of_cash_received
Can I add funds to the card directly from my bank account?	supported_cards_and_currencies	transfer_into_account
The wrong amount of cash came out of the ATM today when I went to withdraw. When I looked at the app, it was showing it was much more.	declined_cash_withdrawal	wrong_amount_of_cash_received
Does your system support multiple currency.	exchange_via_app	fiat_currency_support
I made a transaction but did it to the wrong account.	declined_cash_withdrawal	cancel_transfer
I made a payment that got charged twice instead of once.	declined_card_payment	transaction_charged_twice
Are there any fees for adding money with an international card?	supported_cards_and_currencies	top_up_by_card_charge
I have to have several disposable cards per day.	supported_cards_and_currencies	disposable_card_limits
I made a deposit of cash and check that has not been added to my balance.	balance_not_updated_after_cheque_or_cash_deposit	balance_not_updated_after_cheque_or_cash_deposit
I would like to transfer funds from one account to another.	supported_cards_and_currencies	transfer_into_account
Please explain why my card was declined?	declined_card_payment	declined_card_payment
Are both Visa and Mastercard offered?	supported_cards_and_currencies	visa_or_mastercard
An ATM fee was attached to my recent withdrawal.	declined_cash_withdrawal	cash_withdrawal_charge
What do I have to do to get a Visa credit card?	supported_cards_and_currencies	visa_or_mastercard
Why was I declined getting cash?	declined_cash_withdrawal	declined_cash_withdrawal
Oh my goodness, my card has been declined twice at ATM! I tried two different ATM, but each one declined my card! Can you tell me what's going on with my account?	declined_cash_withdrawal	declined_cash_withdrawal
I tried to top up. Why was it denied?	top_up_failed	top_up_failed
How do I send my account money through transfer?	supported_cards_and_currencies	transfer_into_account
Tell me how to go about activating my new card?	getting_virtual_card	activate_my_card
I will need to exchange currencies frequently, will I be able to get a discount?	exchange_via_app	exchange_charge
Even though it's late, I wanted to see about disputing a charge. I was just looking through my transactions over the past couple of months and noticed a pretty large amount that was not completed by me. Is this possibly something I can still do.	balance_not_updated_after_cheque_or_cash_deposit	direct_debit_payment_not_recognised
My transfer didn't work	declined_card_payment	failed_transfer
What's the most disposable cards I can have?	supported_cards_and_currencies	disposable_card_limits
How do I exchange currency?	exchange_via_app	exchange_via_app
I got a message that I need to verify my identity; what do I do?	unable_to_verify_identity	verify_my_identity
How can I get the cash deposit to show up on my account?	balance_not_updated_after_cheque_or_cash_deposit	balance_not_updated_after_cheque_or_cash_deposit
How long does it take for an international transfer into my account?	supported_cards_and_currencies	balance_not_updated_after_bank_transfer
I'm pretty sure my top up failed. How do I fix this?	top_up_failed	top_up_failed
is apple pay eligible for top up	apple_pay_or_google_pay	apple_pay_or_google_pay
There is an error, the app says I made an ATM withdrawal and I didn't.	declined_cash_withdrawal	cash_withdrawal_not_recognised
Do you offer multiple cards for the same account?	supported_cards_and_currencies	getting_spare_card
Do you offer Visa or Mastercard?	supported_cards_and_currencies	visa_or_mastercard
Why would my topup not go through?	pending_top_up	top_up_failed
What is the best way to exchange currency between USD and GBP using your app?	exchange_via_app	exchange_via_app
When I travel, what will it cost to switch for my currency?	exchange_via_app	exchange_charge
What happened to the cash that I tried to deposit into my account? It's gone!	balance_not_updated_after_cheque_or_cash_deposit	balance_not_updated_after_cheque_or_cash_deposit
Can I get paid in another currency?	supported_cards_and_currencies	receiving_money
Heyy I tried to top up with my card today but it failed! I just got the couple days before but it has worked last time. What's going on, can you double check please?	top_up_failed	top_up_failed
I am having trouble verifying my identity.	unable_to_verify_identity	unable_to_verify_identity
Does it cost extra to exchange currencies?	exchange_via_app	exchange_charge
How to I transfer my funds into my account?	supported_cards_and_currencies	transfer_into_account
I am having issues with identity verification	why_verify_identity	unable_to_verify_identity
What do I do for the identity check?	verify_my_identity	verify_my_identity
My card is being declined for a purchase. I bought items before and the card worked. Do you know what the problem is?	declined_card_payment	reverted_card_payment?
I have not received the amount of cash i was supposed to.	balance_not_updated_after_cheque_or_cash_deposit	wrong_amount_of_cash_received
"""""""I recently made a payment, and it is showing up in my account as """"""""pending"""""""". What does that mean?"""""""	balance_not_updated_after_cheque_or_cash_deposit	pending_card_payment
Can I used my card even if my phone has been stolen?	lost_or_stolen_card	lost_or_stolen_phone
Is there a trick to get the disposable virtual card to work?	getting_virtual_card	virtual_card_not_working
Can I resent my passcode?	passcode_forgotten	passcode_forgotten
I'm not sure why my card payment was cancelled, can you find out why?	declined_card_payment	reverted_card_payment?
The exchange rate for my withdrawal isn't correct and doesn't match the actual exchange rate.	exchange_rate	wrong_exchange_rate_for_cash_withdrawal
How can I check to see if my top-up worked?	top_up_failed	top_up_failed
I was out today looking forward to pay with my new card, turns out the payment just kept getting declined. This is really sad, what's going on?	declined_card_payment	declined_card_payment
Is there a location near me that i can change my PIN?	change_pin	change_pin
How can I order virtual cards?	getting_virtual_card	getting_virtual_card
Do you accept other currencies besides US Dollars?	supported_cards_and_currencies	supported_cards_and_currencies
When I made a transfer, there was a fee.  Why?	declined_card_payment	transfer_fee_charged
How can I transfer funds from my bank to my top up account?	supported_cards_and_currencies	transfer_into_account
I can't verify my ID.	unable_to_verify_identity	unable_to_verify_identity
Do you guys accept mastercard or visa?	supported_cards_and_currencies	visa_or_mastercard
Can you tell me the foreign exchange rate?	exchange_rate	exchange_rate
Where do you deliver cards by mail?	supported_cards_and_currencies	order_physical_card
Besides USD what other currencies can I have?	exchange_via_app	fiat_currency_support
Can I use American Express to add money into my account?	supported_cards_and_currencies	supported_cards_and_currencies
Tell me which cards and what currency is supported.	supported_cards_and_currencies	supported_cards_and_currencies
I am travelling for two more weeks but really need to change my PIN asap. What do I do?	change_pin	change_pin
When should I receive my virtual card?	getting_virtual_card	getting_virtual_card
Help me transfer money to my credit card.	supported_cards_and_currencies	topping_up_by_card
Why am I required to do an identity check?	why_verify_identity	why_verify_identity
I got my American Express in Apple Pay, why is top up not working?	apple_pay_or_google_pay	apple_pay_or_google_pay
Where do I find the exchange rate?	exchange_rate	exchange_charge
I'd like to make a new PIN selection.	change_pin	change_pin
Is it possible to make several disposable cards in a day?	supported_cards_and_currencies	disposable_card_limits
I have paid money into my account but it doesn't show.	balance_not_updated_after_cheque_or_cash_deposit	balance_not_updated_after_cheque_or_cash_deposit
Will you reinstate my PIN?	change_pin	pin_blocked
The contactless I have won't work.	lost_or_stolen_phone	contactless_not_working
what are exchange rates	exchange_rate	exchange_rate
How do I get the Top Up feature on my apple watch working?	apple_pay_or_google_pay	apple_pay_or_google_pay
Can I still use my account, even though the identity verification has not passed yet?	why_verify_identity	why_verify_identity
I would like use the bank transfer, but I don't understand the process, can you please explain, topping up?	supported_cards_and_currencies	transfer_into_account
My things were stolen yesterday and I can't use any apps or anything, so I am going to need some help.	lost_or_stolen_phone	lost_or_stolen_phone
The app said I withdrew cash at an ATM and I didn't	declined_cash_withdrawal	cash_withdrawal_not_recognised
I want to add money but don't know what currencies you accept, can you tell me?	supported_cards_and_currencies	supported_cards_and_currencies
Does Apple Pay give the option to top up?	apple_pay_or_google_pay	apple_pay_or_google_pay
Do you support all fiat currencies?	exchange_via_app	fiat_currency_support
I lost my phone and would like to freeze my accounts.	lost_or_stolen_phone	lost_or_stolen_phone
Is there a way to obtain a virtual card?	getting_virtual_card	getting_virtual_card
Why did I have to pay extra because I paid with card?	declined_card_payment	card_payment_fee_charged
It is impossible to verify my identity	unable_to_verify_identity	unable_to_verify_identity
What happened to my top-up?	top_up_failed	top_up_reverted
What is the reason that my card payment was cancelled?	declined_card_payment	reverted_card_payment?
Help me reset the passcode.	passcode_forgotten	passcode_forgotten
What is the current exchange rate for me?	exchange_rate	exchange_rate
I'd like to know why my top-up was canceled please.	pending_top_up	top_up_reverted
How do I freeze my card using the app?	getting_virtual_card	compromised_card
I transferred some money but the recipient is having trouble withdrawing.	balance_not_updated_after_cheque_or_cash_deposit	transfer_not_received_by_recipient
do I need to verify my identity every time I log into my account?	why_verify_identity	why_verify_identity
What type of deposits do you accept into my account?	supported_cards_and_currencies	top_up_by_cash_or_cheque
My card payment was cancelled.	declined_card_payment	reverted_card_payment?
How do I transfer money using a credit card?	supported_cards_and_currencies	topping_up_by_card
How do I show this stupid system that this is really my identity?	unable_to_verify_identity	unable_to_verify_identity
The balance on my account wasn't updated after I made a depost.	balance_not_updated_after_cheque_or_cash_deposit	balance_not_updated_after_cheque_or_cash_deposit
Will I be charged a fee for exchanging foreign currencies?	exchange_via_app	exchange_charge
Can I exchange currencies with my account?	exchange_via_app	exchange_via_app
Are my friends able to add funds to my account?	supported_cards_and_currencies	topping_up_by_card
Help! Someone stole my card!	lost_or_stolen_card	lost_or_stolen_card
Why did I need to verfiy my identity?	unable_to_verify_identity	why_verify_identity
My bank transfer is still not showing up in my account.	balance_not_updated_after_cheque_or_cash_deposit	balance_not_updated_after_bank_transfer
I made a bank transfer a couple of hours ago from my UK account.  It hasn't appeared, can you check to make sure it went through?	balance_not_updated_after_cheque_or_cash_deposit	balance_not_updated_after_bank_transfer
The ATM keeps declining my card. I tried at two different ATMs. Can you tell me if there's an issue with my account?	declined_cash_withdrawal	declined_cash_withdrawal
I'd like more information about choosing a Visa or Mastercard.	supported_cards_and_currencies	visa_or_mastercard
Does it cost money for currency exchange services?	exchange_via_app	exchange_charge
Would I be able to get another card for my account, so I could give one to my daughter?	supported_cards_and_currencies	getting_spare_card
What currencies is an exchange rate calculated in?	exchange_rate	exchange_rate
What is going on? My top-up is still pending. I use your system all the time but now it is just showing as pending.	pending_top_up	pending_top_up
Is GBP a supported currency?	exchange_via_app	receiving_money
Hi! I was wondering if you can help me. I used the city centre ATM to get some cash, but the machine declined my card. My account shows that transaction is still pending. I didn't receive the money, so please cancel that transaction.	declined_cash_withdrawal	pending_cash_withdrawal
Please help in finding my card PIN, thank you!	change_pin	get_physical_card
i need my card quick	lost_or_stolen_card	card_delivery_estimate
Can I use my American Express stored in Apple Pay to top up?	apple_pay_or_google_pay	apple_pay_or_google_pay
I need to bank account transfer from another account into this one, what is the easiest way that can be done, and what information do i need?	supported_cards_and_currencies	transfer_into_account
How do I retrieve my passcode?	passcode_forgotten	passcode_forgotten
How do I use the app if I don't have my phone with me?	lost_or_stolen_phone	lost_or_stolen_phone
Is there a reason my top up hasn't gone through	pending_top_up	pending_top_up
How can I fix my card, it got declined twice.	declined_card_payment	declined_transfer
Since my pin is blocked, would you help me unblock it?	pin_blocked	pin_blocked
What are the steps I need to take to verify my identity?	verify_my_identity	verify_my_identity
How many times can I use a disposable card?	supported_cards_and_currencies	disposable_card_limits
Help!  I can't find my card.	lost_or_stolen_card	lost_or_stolen_card
Which country's currency do you support?	supported_cards_and_currencies	fiat_currency_support
I want one of those virtual cards!	getting_virtual_card	getting_virtual_card
Can I open a bank account for my newborn baby?	supported_cards_and_currencies	age_limit
Do I need any kind of documentation for the identity check?	verify_my_identity	verify_my_identity
As for limits are top ups included?	top_up_limits	top_up_limits
I'm having trouble verifying my ID.	unable_to_verify_identity	unable_to_verify_identity
which kind of documentation do I need for identity check?	verify_my_identity	verify_my_identity
Why was I declined at the ATM today when I was trying to make a withdraw?	declined_cash_withdrawal	declined_cash_withdrawal
What is maximum top up?	top_up_limits	top_up_limits
What options do I have for holding currencies?	exchange_via_app	fiat_currency_support
I can't get money out of the ATM	declined_cash_withdrawal	declined_cash_withdrawal
They declined my card payment.	declined_card_payment	declined_card_payment
Is there any way to verify who I am?	unable_to_verify_identity	verify_my_identity
What are the steps to getting a virtual card?	getting_virtual_card	getting_virtual_card
How do I troubleshoot Google pay top up?	apple_pay_or_google_pay	apple_pay_or_google_pay
I have forgotten my passcode to access my app	passcode_forgotten	passcode_forgotten
I found a charge for a direct debit that was not made by me.	declined_cash_withdrawal	direct_debit_payment_not_recognised
I finally got my new card and was very excited to use it today. However, my payment kept declining. What is happening?	declined_card_payment	declined_card_payment
Can you help me reset my password?	passcode_forgotten	passcode_forgotten
I think the atm ate my card.	declined_cash_withdrawal	card_swallowed
what is the virtual card	getting_virtual_card	getting_virtual_card
I need my card now!	lost_or_stolen_card	card_delivery_estimate
If I want to top up, can I use Apple Pay?	apple_pay_or_google_pay	apple_pay_or_google_pay
What kind of fiat currency can I used for holding and exchange?	exchange_via_app	fiat_currency_support
I'm not sure why my top up request was denied	top_up_failed	top_up_failed
Can you unblock my pin after too many wrong pin attempts?	pin_blocked	pin_blocked
Can I change to another currency?	exchange_via_app	exchange_via_app
I attempted to get cash but was declined.	declined_cash_withdrawal	declined_cash_withdrawal
I don't think my top up is working correctly	top_up_failed	top_up_failed
I might need AUD instead of GBP, how to change?	exchange_via_app	exchange_via_app
Help me find my card pin!	change_pin	get_physical_card
Can you tell me if my top-up has been cancelled?	pending_top_up	top_up_reverted
